cod_imovel;date;corrected_date;mean_ndvi
PR-4119905-11E5800E11B94F7BB09068C428806300;20230504;04/05/2023;0.2348846416796564
PR-4119905-9C14962299E149DC903BE0090A3847B7;20230504;04/05/2023;0.2351334307389143
PR-4119905-81290F5B7B8242608F7D2CD1C3919F90;20230504;04/05/2023;0.2352777165557765
PR-4119905-777B2040C4544BDC92B700F53FA4E020;20230504;04/05/2023;0.2353112108373557
PR-4119905-951E7DD9FF664D99B374EAD19554C7EF;20230504;04/05/2023;0.2354251650058113
PR-4119905-989678CFDED04D7D806265625069D0C3;20230308;08/03/2023;0.235590889608735
PR-4119905-EA351E872E734D91BF43B9D0A4449821;20230504;04/05/2023;0.2356104752084102
PR-4119905-B36DDF5D1EA748DCB9F4C954C7606E0F;20230308;08/03/2023;0.2356330755941359
PR-4119905-206880E1DA5249FBA7430CB6EF2A7041;20230504;04/05/2023;0.2356436314218559
PR-4119905-E7394EC36CD04650A81EF7E942F6B0DF;20230504;04/05/2023;0.235969091503798
PR-4119905-5DA836FE5C3F4AE78C6324D08A49A52F;20230504;04/05/2023;0.2359949822377847
PR-4119905-04F0C7AEA299488B854038BD4A9CEB75;20230504;04/05/2023;0.2362337591315706
PR-4119905-A5AECA25DE0742F190DEC2A76E0C6485;20230504;04/05/2023;0.2362442775432893
PR-4119905-AEA2B3562EAC4D28B0327A33B81321A9;20230504;04/05/2023;0.2362532879422956
RS-4318002-E63030EE43E8403DAC78AF4DADFE8EEF;20230624;22/01/2022;0.23644139555268723
RS-4318002-E3469EC60E2D44F9A486DA75DBB09CB5;20230722;22/01/2022;0.2364494659998564
PR-4119905-63BD9A55985441E2BF1869EE0E108E0A;20230504;04/05/2023;0.2366070729848615
PR-4119905-56F09290EE9446C4A021B46FD313A643;20230504;08/03/2023;0.2369890138611356
PR-4119905-DB600FF42C51422C9275A2078E5A015F;20230504;04/05/2023;0.2369923597489062
PR-4119905-167DE322C9F44AC9B5E23DBD8DCE7178;20230504;04/05/2023;0.2371891689442023
PR-4119905-B852094B048643EF8571138FEA291C44;20230504;29/07/2023;0.2373562766413764
PR-4119905-811C516F725F4F5C848800CC610DD96E;20230504;07/10/2021;0.2375934055862936
PR-4119905-ECA0BF0C85114A78AEB4800395ABDFBE;20230504;08/03/2023;0.2376230505546341
PR-4119905-4A5FDE39BAB24650A4D1A91ED8ABBBC3;20230504;04/05/2023;0.237633151908966
PR-4119905-A3811C0B88CF4878AC56E2F5689FA36A;20230504;04/05/2023;0.2376861003814049
PR-4119905-62B1C05642F141D99CA0BA99BCE9DC66;20230504;29/06/2023;0.2382769864207562
RS-4318002-E3469EC60E2D44F9A486DA75DBB09CB5;20230624;22/01/2022;0.23852530277243306
PR-4119905-E99520BF5ACD4484A52A867C7FEEAC25;20230504;04/05/2023;0.2387151837283997
PR-4119905-36DCBEB905B0451DB017EA597526CED0;20230504;04/05/2023;0.2390369873206638
PR-4119905-3CF0665D512E484FBF3C17CDDAEEBE13;20230504;04/05/2023;0.2392215350554002
PR-4119905-4E0D7633DC1E4E4F9AD6BEA1820CAFEE;20230308;04/05/2023;0.2393581192946819
PR-4119905-9E1493BC0B8542A3BB8BDBD8CC61FAE7;20230308;08/03/2023;0.2397129540537149
PR-4119905-CE09561C26AA4CAB88198962BC7A2CBA;20230308;08/03/2023;0.2398154086614462
PR-4119905-F7CCD7092B7041C0A0C2A1ACAAB36605;20230308;22/01/2022;0.2399234310575726
PR-4119905-1035E4637C7E49EEB64606F90ED309DB;20230504;04/05/2023;0.2399758276911081
PR-4119905-14648A0C9B3D407DA64FA580918F1E19;20230504;04/05/2023;0.2400174289201289
PR-4119905-4BF68880184A411DB6502B56F99A8273;20230504;27/07/2023;0.2400274272047131
PR-4119905-83D154A97149435AB142CA2F67BD94C0;20230504;04/05/2023;0.2413016423685498
PR-4119905-6075BD2B065B4079AB2440B097C91BDC;20230504;04/05/2023;0.2415844069943234
RS-4318002-DEF8351102F94EA781B172C252440AF3;20211007;22/01/2022;0.24159717017552648
PR-4119905-99F84231857B4F47846FE77FCA57B890;20230308;19/05/2023;0.2419722361510145
PR-4119905-C95D151DD641463EA39A484543311507;20230504;04/05/2023;0.2420203174685927
PR-4119905-838147582F4C4C4489F23F49986D974E;20230504;04/05/2023;0.2423071706006233
PR-4119905-D4F60197A88D497396960A07F16A8177;20230504;04/05/2023;0.2423857542303653
PR-4119905-F2E12ADCCA604F4984A109BD347A0652;20230504;04/05/2023;0.2424168164575332
PR-4119905-25CA783A54DB46809AA8B2BB0C4981B7;20230504;04/05/2023;0.242504230594206
PR-4119905-C1A6ED0A87274B34818AEC76B40705A3;20230504;04/05/2023;0.2425860137782106
PR-4119905-6A6A6435DB04424A9DFC2D385AD921C2;20230504;04/05/2023;0.2426540802373683
PR-4119905-D13665599BE440269C976AB650B1998C;20230308;08/03/2023;0.2428336833258106
PR-4119905-873A0D313CC74FD99CF358A51CB0474A;20230308;08/03/2023;0.2428440173242943
PR-4119905-30435BA7061A427291E37D50B0DD3282;20230504;04/05/2023;0.2432049135943387
PR-4119905-65D26B0E892D4F6B8E9B627B245973F2;20230504;27/07/2023;0.2434555766051782
PR-4119905-FC1768671944425293FB8A5F3F93196A;20230504;08/03/2023;0.2437517535678496
PR-4119905-433ECEA052A44364B4D0B2DFACC77EEC;20230504;02/07/2023;0.2438279571099201
PR-4119905-1FFE7376756B489B8447D942841511D1;20230504;04/05/2023;0.2438390064500049
PR-4119905-A1C71179F085477D977732C8786E76CD;20230308;08/03/2023;0.2438524570764737
PR-4119905-92C1840FD8EE47A4B41A83E672061EB6;20230308;08/03/2023;0.2438802096881556
PR-4119905-1CFC4995D55B4C01BC63080DA5A44F92;20230504;04/05/2023;0.2439217778087436
PR-4119905-AE6AED3E53584BEC934C2F419E16CDC7;20230504;04/05/2023;0.2439281576748867
PR-4119905-38DEE82D07EC4DAC9FFF41E7200B0C44;20230504;07/10/2021;0.2444466896211888
PR-4119905-88391272285D4B729A086FA17EE1B7BE;20230308;08/03/2023;0.2445866255673086
PR-4119905-73DF5FEDEE3E4E3DBC4D1FBB716BB183;20230504;04/05/2023;0.245003098455643
PR-4119905-D8D7A3532E204B26A17340475B497A9C;20230504;04/05/2023;0.245055388767621
PR-4119905-4CFD0B69EB7040F6B123654CA2815DBB;20230504;04/05/2023;0.2453289914899793
PR-4119905-09EC339F8F994AE083C1F5B9EF6C71D3;20230504;07/10/2021;0.2455972287023223
PR-4119905-F862C2E4D95945B3B413A9D772A14A08;20230308;08/03/2023;0.2456549874899712
PR-4119905-458BE6860EC94EE0B7C6E8E9FF652DBA;20230504;04/05/2023;0.2457662000551798
PR-4119905-7B31C835E3E14AD1949F491FB185F0A5;20230504;01/07/2023;0.2459021326062802
PR-4119905-48956FC08D9C4145A656E8AFAE133454;20230308;08/03/2023;0.2459214083016653
PR-4119905-03524CC27DD4499BA5F9E746F1E69B4B;20230504;04/05/2023;0.2459426072438617
PR-4119905-38AB3A9375D3420188B32BA335521365;20230504;04/05/2023;0.246183013451025
PR-4119905-4E540254AC5B41C3B977D5182B99CC1D;20230504;04/05/2023;0.2462069053233046
PR-4119905-6E184EE36E2B412DB5BDA3690AB9A65C;20230504;04/05/2023;0.2464465845405659
PR-4119905-41EB97C8F33A4ACDA4418615169A80CE;20230504;04/05/2023;0.2465238567444871
PR-4119905-B5ECA64A3218424EB2089D5600F7030A;20230504;08/03/2023;0.2466787966152415
PR-4119905-0E078ACED8C74578A7FB3381DA91466C;20230504;08/03/2023;0.2469128592575744
PR-4119905-EA2D60FDCFBA449F8600C314C7CA0EEA;20230504;08/03/2023;0.2469201881815069
PR-4119905-8C918D4E33224546A5031DD315413519;20230504;08/03/2023;0.2469383843061413
PR-4119905-84795E6C9B6A4990BFE35CDB7D81E727;20230504;04/05/2023;0.2472859447159747
PR-4119905-81DC20D80A4942EAA01D7FDD1C696E3E;20230308;19/07/2023;0.247299034889538
PR-4119905-486463795CA24B8CB5CF2BB01E50B501;20230504;04/05/2023;0.2473146985499941
PR-4119905-4D7B3E43CDC547EF8A43C7730B87A5D2;20230504;04/05/2023;0.247446387405599
PR-4119905-40E660CF240449849A99F25C188904A7;20230504;04/05/2023;0.2475806038953979
PR-4119905-FCBA07BE09C14D3EB3F85AA933F6A0C7;20230504;06/02/2023;0.2478242681226067
RS-4318002-E3469EC60E2D44F9A486DA75DBB09CB5;20230702;22/01/2022;0.24798693246698697
PR-4119905-D492352D8CCC40C687DF8C81EB128D0B;20230504;08/03/2023;0.2485035048438903
PR-4119905-3804F69DBB1143AD8334A9EF8492A7BC;20230504;08/03/2023;0.2485687779266666
PR-4119905-E7A91D1CD5CD4CBAB31CD32B7619CE29;20230504;04/05/2023;0.248665866290687
PR-4119905-71A9A9AC348743E8A1617D3952B28ED3;20230504;04/05/2023;0.2487185579516736
PR-4119905-3B6B1C9507C644BC843F3AA9E31C1C0A;20230504;04/05/2023;0.2487402544336359
PR-4119905-818F6CE4A04F46DFAB5C699A147B7096;20230504;04/05/2023;0.2490187515845748
PR-4119905-8952D70785754ACE939535063D30C18E;20230504;04/05/2023;0.2492136442335258
PR-4119905-91C7EE5F34BF4902BBE889F9ABA2924A;20230504;08/03/2023;0.2492449203060342
PR-4119905-EEE3304D578641CE87F8B8CBE92B6576;20230504;04/05/2023;0.2493022786622156
PR-4119905-42ED7CE52BBA4D0DB71E4C6B88EEA5D1;20230504;04/05/2023;0.2494913589848891
PR-4119905-DB9AB3BAEE294B28A0AA8AF0CEA1B831;20230504;04/05/2023;0.2496336405919652
PR-4119905-7DF919401A1F48378EF901EFACB5D084;20230308;19/07/2023;0.2497878642359643
PR-4119905-CD3138DD8B13462E939D31E04B03EBED;20230308;08/03/2023;0.2499576209409701
PR-4119905-26656049DD9D48179E05D7725D120151;20230504;04/05/2023;0.250333510241029
PR-4119905-E7394EC36CD04650A81EF7E942F6B0DF;20230308;08/03/2023;0.2507829828198816
PR-4119905-1B45FCE234E242AF949BCC7C7270AE2B;20230504;04/05/2023;0.2513010148560504
PR-4119905-9337704F40FF4E97B57F3B4E65C6A054;20230504;04/05/2023;0.2514833902075507
PR-4119905-2CBBED88A87940838D719693BEAEE4BA;20230504;22/01/2022;0.2516367566967342
PR-4119905-B82A6C73E53246D599AA5126977F0CB4;20230308;08/03/2023;0.2517588917674156
PR-4119905-B576192E36EC40EBB636E235F5775596;20230504;23/08/2022;0.2517865479336136
PR-4119905-EF70BC13E7E74C45BBF200AA0D36A27D;20230504;04/05/2023;0.2517965625916812
PR-4119905-A9BB1C2618A540238ABCAF5C59794BD6;20230504;04/05/2023;0.2518790599025494
RS-4318002-E3469EC60E2D44F9A486DA75DBB09CB5;20230704;22/01/2022;0.2519722567945998
PR-4119905-9FCFFCF6A2074FC5A3144C81E4677021;20230308;04/05/2023;0.2522439040152617
RS-4318002-7C91A4C4DC96469F938BB4C3AAF02EA5;20230624;22/01/2022;0.2522481221104818
PR-4119905-8853B1484BF54DA9A2BCF828EE6BFD4F;20230504;04/05/2023;0.2523928890924645
PR-4119905-8D9EA39F37F64FC28B7F1609FB152113;20230504;04/05/2023;0.252465048248545
PR-4119905-B58A5D2F61BA4E5EBBCABD2289ADF4E7;20230504;04/05/2023;0.2525003027211022
PR-4119905-790F48B8489B485CBD8E34F837D10D7E;20230504;22/01/2022;0.2528050276498632
PR-4119905-3C0518A471B34456B7478E8DFF97D76E;20230504;04/05/2023;0.2528970829033917
PR-4119905-1ED5B39E267C417AA06FC2AB1DCEBC63;20230308;08/03/2023;0.2529208884073026
PR-4119905-3D4531DBB0774D08815083E9675E22F6;20230504;04/05/2023;0.2531038635825263
RS-4318002-458A5A84EAAC43259F010B8085A92676;20230702;22/01/2022;0.25310468746549697
RS-4318002-F6EB5C09C55B4ABD9C2D88C9D2368BAE;20230729;22/01/2022;0.2532625806821465
PR-4119905-39F9879C367E45129C03999A784A822C;20230504;04/05/2023;0.2534197038029537
PR-4119905-2023643AA08140B8ACF34CDDC1A01D27;20230504;09/03/2023;0.2534647339925369
PR-4119905-F7A6E531E37D4B1585A2E9712013C1C9;20230504;24/06/2023;0.2536166219256599
PR-4119905-DC492919A6F84BCBAD9A1D8F9BE835FC;20230504;04/05/2023;0.2537593597798843
PR-4119905-C6713D04595B441A93A41CB1BAD75D6D;20230504;04/05/2023;0.2539008215310734
RS-4318002-79B3EF8D9D0A4380861F0C9908E4A276;20230311;22/01/2022;0.25402537225491323
RS-4318002-91542917AC5942529E3E519B3FFB74F2;20230702;22/01/2022;0.2541894752284298
PR-4119905-5512136414814064B780F0E2D82C86F1;20230504;04/05/2023;0.25425598924683
PR-4119905-31DD1A3B3B44494C85A45408F1A593CF;20230504;04/05/2023;0.2547288973397968
PR-4119905-5036E145A8C540D6B4567DDAE5095331;20230308;08/03/2023;0.2551758004396305
RS-4318002-054E695A93BB441DB0AE79058E4DF896;20230727;22/01/2022;0.25543486793671044
PR-4119905-EFDFF7015FDF442CBFB86E8460530EDC;20230504;08/03/2023;0.2556092647222906
PR-4119905-8F98E046E6AE4058A7BA8AFCCA9C556D;20230504;08/03/2023;0.2556407942014696
PR-4119905-BA7339DAFA164D83A6B67FE482F85621;20230308;08/03/2023;0.2557198035019435
PR-4119905-1FF7EF0CB7C74905BD78550F121C7850;20230504;02/07/2023;0.2557509707251924
PR-4119905-AC629F7706944948A05412099909428C;20230504;04/05/2023;0.2560033671017715
PR-4119905-94AD98D664B2467498E76DDC5E39DC08;20230504;04/05/2023;0.2560452377545647
PR-4119905-888C705BE66A40A1A0113D36057BC2A0;20230504;22/01/2022;0.2560530999583152
PR-4119905-714F789A016D4FD69F6F473F471A37B4;20230504;04/05/2023;0.256117272982152
PR-4119905-3CFC945A908940149C8FADA75E46F85A;20230308;08/03/2023;0.2563246710633198
PR-4119905-A35D2AC8303149E693D3473397C0017C;20230504;04/05/2023;0.2563328857971764
PR-4119905-DCF218ECB7124A778AD6325B319B0507;20230504;04/05/2023;0.2563611722993969
PR-4119905-29DC71A9F5CF4994A3D07D028047D061;20230504;08/03/2023;0.2566185217558576
PR-4119905-9D5CB55A765045CDBA9C5255343306C3;20230504;04/05/2023;0.2570234657239275
PR-4119905-E1FD21C5A0A84A59B3E94A25628E4CEF;20230504;04/05/2023;0.2571752536141523
PR-4119905-E99B073CFC904B14A1AF94C9702C3B26;20230504;04/05/2023;0.2572088049336787
PR-4119905-9DE19D968A144A28BBC5993C86E65608;20230504;04/05/2023;0.2575198055576822
PR-4119905-48822F1A20A742308C3CB0C56E2E040F;20230308;08/03/2023;0.2575541742320809
PR-4119905-A8BAA3DAB44F44C995967249DDE643F3;20230308;08/02/2023;0.2579219240626837
PR-4119905-FA35713201614072889347039A6C425B;20230504;04/05/2023;0.2579346826832702
PR-4119905-B54A10EC39C04492AFDF5CA00AE1617A;20230504;04/05/2023;0.2579400282452082
RS-4318002-458A5A84EAAC43259F010B8085A92676;20230629;22/01/2022;0.25794667707988295
PR-4119905-F991E057D7CA462094956317D9D6C0E1;20230308;22/07/2023;0.258014544420141
PR-4119905-B9F84FB39E83451D899DFAD2ACD26F93;20230504;04/05/2023;0.2581062152876518
PR-4119905-1CA442AA246640C2BF7E8058567512A1;20230504;04/05/2023;0.258354258658093
PR-4119905-633D3017EFDE4F53A93C17A9BDD8E7C5;20230504;04/05/2023;0.2584117298424409
PR-4119905-B111C4C72B33440F82F36C8878406B50;20230504;04/05/2023;0.2585522626767132
RS-4318002-91542917AC5942529E3E519B3FFB74F2;20230704;22/01/2022;0.25877880908251166
PR-4119905-25C34E5CD5C94601A156E8B4B3C436CD;20230504;04/05/2023;0.2589565640985571
RS-4318002-91542917AC5942529E3E519B3FFB74F2;20230722;22/01/2022;0.25901478128597943
PR-4119905-504C77F377344BDF806CF071917EB8B1;20230308;08/03/2023;0.2591071224649529
PR-4119905-3CEC2312F6E149978E44A0D48EE1BCBA;20230504;04/05/2023;0.259255610659497
PR-4119905-E4C3E130A1CD4CC2A89FC39EA3AFA913;20230504;04/05/2023;0.2594707562919566
PR-4119905-823539341D88428FB7492D0789429AC4;20230504;04/05/2023;0.2596416455196457
PR-4119905-63280E8A72B14A9EB74285B09A5FB1E9;20230308;08/03/2023;0.2598392687724602
PR-4119905-E9FF28F0B98E4DE2AA4172795507EF71;20230504;04/05/2023;0.2601667371843231
PR-4119905-4C994A968B5F400F80CF6D0B9D50D2C3;20230504;04/05/2023;0.2603691941209141
PR-4119905-AA9C0D0A7284417AA28D4D9266590DE4;20230504;04/05/2023;0.260832779982488
PR-4119905-05872DD46E744787842A7AC39E32C4A5;20230504;04/05/2023;0.2608754481804068
PR-4119905-2B02D2B2A5FE431287EB566BFC20371A;20230308;04/05/2023;0.2609697899523313
PR-4119905-9855B2B1BDD04A239C6C2561801DDD0D;20230308;08/03/2023;0.2610892372192586
PR-4119905-F412C4238E78442DBF68BC687047ED1A;20230504;04/05/2023;0.2612288147506477
RS-4318002-F6EB5C09C55B4ABD9C2D88C9D2368BAE;20220818;22/01/2022;0.2613526426270299
RS-4318002-458A5A84EAAC43259F010B8085A92676;20230624;22/01/2022;0.26144099282410577
PR-4119905-FCA1B2D1255E43CAB0EC3B1DFB771A90;20230504;04/05/2023;0.2614998336879484
PR-4119905-D2B72BA8734441B48BEF4232A563FFBF;20230504;04/05/2023;0.2615678758371972
PR-4119905-66ACF5AFDFDC4362AFC5EC8722E21379;20230504;04/05/2023;0.2618928178040724
PR-4119905-C08F3CA5827446CABD39F0AC677349EE;20230504;04/05/2023;0.2620452621418606
RS-4318002-E63030EE43E8403DAC78AF4DADFE8EEF;20230702;22/01/2022;0.26204913743995817
PR-4119905-21AC54A26D6B4E328AA9082D47D0395B;20230504;04/05/2023;0.2620586091119698
PR-4119905-D9DE9B1E8D7D426BBDBA1297C31F8FD9;20230504;04/05/2023;0.2621411065179598
PR-4119905-EE6C45C6D4E04B068394AA5A197089AB;20230504;04/05/2023;0.2621439572217141
PR-4119905-E0719273F5B84677921F6D5913AE85E8;20230504;04/05/2023;0.262191520081855
PR-4119905-AD228440D93D49508F4843B83D37B9EB;20230308;08/03/2023;0.2623616235942834
PR-4119905-CBB37AFE2E3E4339A4F3E1E5FE185F49;20230308;17/07/2023;0.2624062891401686
PR-4119905-4DED2EDDCA1746F591A8794AFAF9DA76;20230504;04/05/2023;0.2630457924963078
PR-4119905-CD79FC1CB16D43A4B707109859CA43CE;20230504;04/05/2023;0.2632731777024088
PR-4119905-0585F92487BB4C7682855EAEEE975694;20230504;04/05/2023;0.2634326875161084
PR-4119905-79F8D8803E1C40BA9B0BDB49F9E710F5;20230308;08/03/2023;0.2635298543114721
PR-4119905-A6C56BDB9882495AAF12656277D52991;20230504;08/03/2023;0.2635868744646895
RS-4318002-6A952206B0A44F64A45599649322456D;20211007;22/01/2022;0.26359472510044984
PR-4119905-F934792FB9E34B0E9090ED12852B56CE;20230504;09/03/2023;0.2638044989536619
PR-4119905-11E84C487309465D803186831DD82D93;20230504;08/03/2023;0.2638146657948411
PR-4119905-0D2F959546C047D5AEE3A0D60648F29E;20230504;08/03/2023;0.2639418243316787
PR-4119905-BA0EBEE4573845D89AAC168E0B58DC89;20230504;04/05/2023;0.2639441907569285
PR-4119905-7B274B355645404E817FED89AAFEA3AB;20230504;04/05/2023;0.2642926221492196
PR-4119905-84E32D64691446CAA4854DAADC2A322D;20230504;04/05/2023;0.2643568227783127
PR-4119905-B70604872D974C98952E793D041298DD;20230504;08/03/2023;0.2644697190409172
PR-4119905-68186A2AD62447EC9089735E73D3A276;20230504;04/05/2023;0.2648338801342953
PR-4119905-5E88C1E6BA084BDFA748E1D5DF926758;20230308;08/03/2023;0.2649434870575365
RS-4318002-458A5A84EAAC43259F010B8085A92676;20230309;22/01/2022;0.26498680024494803
PR-4119905-7DA3A984DC4C49F4936CAB31828EE52A;20230308;08/03/2023;0.2650052604960655
PR-4119905-225D93B42BF545AFBB609B5F8E2BF5DF;20230504;04/05/2023;0.2650543104792074
RS-4318002-E3469EC60E2D44F9A486DA75DBB09CB5;20230629;22/01/2022;0.2650829121887081
RS-4318002-6A952206B0A44F64A45599649322456D;20230309;22/01/2022;0.2654042539296872
PR-4119905-C8AEA3CEE0BA45049D514C8BB112C820;20230504;08/03/2023;0.2656949973560287
PR-4119905-1C0A36DE43B04C6E93806688C56BADD4;20230504;04/05/2023;0.265750856107985
PR-4119905-5050305FF12E4A1CBFDA87C06E96E720;20230504;06/07/2023;0.2658505761799635
PR-4119905-F4F7848A707C4C348540DB4F893E6233;20230504;04/05/2023;0.2659425283808814
PR-4119905-C5293742ACB14331B0394666FE3DE31B;20230504;04/05/2023;0.2661206454286346
PR-4119905-EE055ADF56904435BFE91AAAA25EC662;20230504;21/06/2022;0.2661314014786285
PR-4119905-4D0FD3D0F1CD475A8A3C7ED718992AE2;20230504;04/05/2023;0.2661625706911581
RS-4318002-A1BB90B61FEC45CAB65BF8F1278C7CD7;20230624;22/01/2022;0.2662522416780636
PR-4119905-F1ABC670E2ED469C8DB6B6BDCADDF2DC;20230504;08/03/2023;0.2664243928201168
PR-4119905-1B6AC0994E4840348F6CCBBD20980F72;20230504;04/05/2023;0.2664401256579609
PR-4119905-998E57EA166C4DAF9CD613AE74485080;20230504;08/03/2023;0.2665935771515577
RS-4318002-27B835B907534BBC9DBF51A4FD085728;20230311;18/08/2022;0.2666182875236831
PR-4119905-7E1D28D4E7F94AC0BAF6C5F0D9B8CBA5;20230504;08/03/2023;0.2667532662338449
PR-4119905-281452896B1744A1BFA592B8802BAE4D;20230504;04/05/2023;0.2669349753881894
PR-4119905-8570DFDB99644CC98FAF3BB0DCC3260B;20230504;22/07/2023;0.2669836112212381
PR-4119905-0F6D54A3A2F943A5AEA16B29130E7C02;20230504;04/05/2023;0.267092572023978
PR-4119905-73C1B42005A64760B803522971ACDF6A;20230504;22/01/2022;0.2675538727130275
PR-4119905-4A903A5F5A5A4410BFF754D40FCDD59F;20230504;04/05/2023;0.2675734509778031
PR-4119905-82BDFADA424E4234869132DCA9C96B9B;20230504;04/05/2023;0.2677762521636937
PR-4119905-2CEF8B5F176A49C2B436AAE5CE8E6AA4;20230308;23/08/2022;0.267960232406449
PR-4119905-1D00A842146A40E699E532B7916EC081;20230308;04/05/2023;0.2680861755904287
PR-4119905-4A3F70A6C4054182BB6AB42B1C5A0D5D;20230504;04/05/2023;0.2682925024181186
PR-4119905-DEE66A03215B447388B985D9002D62E7;20230504;04/05/2023;0.2683311442394353
RS-4318002-91542917AC5942529E3E519B3FFB74F2;20230629;22/01/2022;0.26869396035122467
PR-4119905-B2A653974295423A8C615DA3A610949D;20230504;04/05/2023;0.2689857024091899
PR-4119905-623D09BB75094F47AA5A1AD82904C41B;20230504;04/05/2023;0.2689911996951973
PR-4119905-50D163F679C549049CC34D30EA7C8297;20230308;08/03/2023;0.2690332453520705
PR-4119905-9BD01F01EDCC46A991E5E5581889761F;20230504;04/05/2023;0.2690727475049385
PR-4119905-E99B073CFC904B14A1AF94C9702C3B26;20230308;08/03/2023;0.2692376916044664
PR-4119905-274F6454515D4F68B4D20D0B133EDB38;20230504;08/03/2023;0.2693915234430255
PR-4119905-DAE4F59D34F3426B86288665544D761E;20230504;04/05/2023;0.2694224380840331
RS-4318002-A1BB90B61FEC45CAB65BF8F1278C7CD7;20230702;22/01/2022;0.2695988930152811
PR-4119905-A0804C53F7134159BF7AC060E2EE7E6A;20230504;04/05/2023;0.2700063037444835
PR-4119905-96AF2223180F4604BDBBD30DF8DCE1F1;20230504;04/05/2023;0.2700729323234207
PR-4119905-940E211C63FD4174815EC83EEAC23785;20230504;04/05/2023;0.2702586639605716
PR-4119905-1769199A1E4E4CFC90CD1BEE91ABFA8E;20230504;04/05/2023;0.2703175880852635
PR-4119905-C359658F340649AEB596D2657549E633;20230504;04/05/2023;0.270474627229527
PR-4119905-C49A150669AF4CFB8B1201D238D8C7FB;20230308;08/03/2023;0.2705230122009774
PR-4119905-E4F843D37F264AEFB9A8ED151FF97423;20230308;08/03/2023;0.2707611787678086
PR-4119905-A47FEEEA435F403087195410C066571E;20230504;04/05/2023;0.2712326674732539
PR-4119905-934BE79F55FD4A5B9C9AC25B37F7C15E;20230504;04/05/2023;0.2714718727802291
PR-4119905-29DC71A9F5CF4994A3D07D028047D061;20230308;08/03/2023;0.2714885096149935
PR-4119905-760D8B52FFC64E668BD9541D4BB0BEC2;20230504;04/05/2023;0.2715039150035011
PR-4119905-9D0A60C71A274CB389BD4023919CB10A;20230504;04/05/2023;0.2715379237851412
PR-4119905-AFF7EF8D287C4F0D9460A71BCE00D69A;20230504;02/07/2023;0.2716946427658745
PR-4119905-A8BAA3DAB44F44C995967249DDE643F3;20230504;04/05/2023;0.2718309283301584
PR-4119905-200D7610CD644EE7BCB62839BE608494;20230504;04/05/2023;0.2718874603733993
PR-4119905-79F8D8803E1C40BA9B0BDB49F9E710F5;20230504;04/05/2023;0.2719729997214431
PR-4119905-EDA9432A90924D9596CDFEFFED95F3B8;20230504;04/05/2023;0.2721137965725497
PR-4119905-7EFA21E8A6FF4FE6A33669DE26F5F12B;20230504;08/03/2023;0.272292086824622
PR-4119905-75CA5D9CC6D34ABC87F024BFFDEE54B6;20230504;04/05/2023;0.2722952431564173
PR-4119905-CDEAF97EB6B24894A9765801F1564565;20230504;19/07/2023;0.2723451437308673
PR-4119905-CDF8589DBB3848FBBA762ED6E2B1B530;20230504;04/05/2023;0.2723700372515809
PR-4119905-05FBEBD2F75F48558650B4A977563D4D;20230504;29/07/2023;0.2724219056916719
PR-4119905-B04A69936D7345359F4948827A50BD9A;20230504;08/03/2023;0.2728351486565576
PR-4119905-C74B6EB78B794E95B3E6D13A52ECDD85;20230504;08/03/2023;0.2729893413473192
PR-4119905-E68725E3DEC346278FC3856ED8958161;20230504;04/05/2023;0.2730501195215366
PR-4119905-D1DF7A33A0654B4EB461EB78F384547A;20230504;04/05/2023;0.2731354458583449
PR-4119905-D2F64451546F4104977EB4E781B81D42;20230504;04/05/2023;0.273181166950186
PR-4119905-4262FF3B8EC0467EBCA48511A46EC89D;20230504;04/05/2023;0.2732337397073382
PR-4119905-700999089A844259BFCA1D9D9B4B685A;20230504;04/05/2023;0.2734171989876804
PR-4119905-8C92BEA97F6D45D4ABD7E2929A81B87B;20230504;29/06/2023;0.2735602112356422
PR-4119905-CBB37AFE2E3E4339A4F3E1E5FE185F49;20230504;04/05/2023;0.2736633455075019
PR-4119905-D1E35E4A275B433A98F5B12296012FF0;20230504;04/05/2023;0.2739378655681498
PR-4119905-81E05B6E29F24FA19B50787D60BC2683;20230504;04/05/2023;0.2746545210749571
PR-4119905-E742915059C64406A3B7280A046938CC;20230504;04/05/2023;0.2747515316486143
RS-4318002-A1BB90B61FEC45CAB65BF8F1278C7CD7;20230729;22/01/2022;0.27480517984303454
PR-4119905-F2A7E93F0C774B3C89120231E71C20ED;20230504;04/05/2023;0.2748466053854477
PR-4119905-1F09F3C1D1254443A5E43B8C688744DF;20230504;15/01/2020;0.2748940063033398
RS-4318002-A1BB90B61FEC45CAB65BF8F1278C7CD7;20230727;22/01/2022;0.27497782003511073
PR-4119905-526ADA7F43DF4CDD9C05857C04811A24;20230504;04/05/2023;0.2756505584756354
RS-4318002-E63030EE43E8403DAC78AF4DADFE8EEF;20230629;22/01/2022;0.27571599204812364
PR-4119905-E89F0F459A5A4DA9910179AE057DB701;20230504;04/05/2023;0.2760459868687569
PR-4119905-AE4017E9F4EF4F95A9AFAC48DEAECA7C;20230504;04/05/2023;0.2761185953574573
RS-4318002-0DEF3474906B43FC9CB83CF3701AE412;20230722;22/01/2022;0.27624138710346996
PR-4119905-0E72D0D394D84F5BA0CD88EC2AB979C3;20230504;04/05/2023;0.2762594718989539
