cod_imovel;date;corrected_date;mean_ndvi
PR-4119905-5E9F7668009245E387296CA3A378FB6E;20230308;04/05/2023;0.4386851551009875
PR-4119905-60341AB617A24F96A0A65532FB511D31;20230308;08/03/2023;0.4387172420397131
PR-4119905-2ECB38A1EE5648C7914EA70FC31B69D1;20230308;08/03/2023;0.4389037263098586
PR-4119905-63BD9A55985441E2BF1869EE0E108E0A;20230308;08/03/2023;0.4389307300522055
PR-4119905-29263C7B1B1747F7A61F13243EB1B454;20230504;04/05/2023;0.439231030595637
PR-4119905-1B0C2823B7C14C39A35775B9641A5035;20230308;08/03/2023;0.4392585982702066
PR-4119905-F4F7848A707C4C348540DB4F893E6233;20230308;08/03/2023;0.4394112598156215
PR-4119905-2EF79DD38A714BFAB04B8291A77E6B21;20230308;08/03/2023;0.439414090678663
PR-4119905-26EE1069C9D04165A5EF99FE6A2B3867;20230504;08/03/2023;0.4396048946899848
PR-4119905-BEA92F1CAB094435BDA4B466B5B5C264;20230308;08/03/2023;0.43960753485887
PR-4119905-A8D1E4244F3F4BE59D746832572C976E;20230504;04/05/2023;0.4396472269683633
PR-4119905-2FB731D81E8B4C98B1D54BE7BDDEF223;20230308;08/03/2023;0.4397530689967219
PR-4119905-89B76439AA644CBEB7CFB0E9C49B6032;20230308;08/03/2023;0.4397675581216288
PR-4119905-21FC4B344464469391AD90882DF7B71B;20230308;04/05/2023;0.439945409603484
PR-4119905-0F3FC68D888948D58FF84A66B9B03452;20230308;08/03/2023;0.4400632639065922
PR-4119905-869317DBC02449379B90EBA4E2B4CED1;20230308;22/01/2022;0.4400742773408846
PR-4119905-9102E5AD641648DFB62E29BA2A239BB4;20230308;04/05/2023;0.440079250452147
PR-4119905-28F33182D26845BD8AD9C639B815E80A;20230308;08/03/2023;0.4406500236241064
PR-4119905-F607DB2257904B6AAAC495689B8596F0;20230308;08/03/2023;0.4407143973189749
PR-4119905-D7FB647D1EAA4768AC4B5CEBE24A8D8A;20230308;04/05/2023;0.440733681583645
PR-4119905-851CB00055B0431AB74CEBA0AC4F829A;20230308;08/03/2023;0.440839970718569
PR-4119905-A6232F1E469E43F2A0194C58EE4A96D8;20230504;08/03/2023;0.4408593987900356
RS-4318002-054E695A93BB441DB0AE79058E4DF896;20220818;22/01/2022;0.44090651958609145
PR-4119905-AE58D9020B9F42DEBA72CF56266504D8;20230504;04/05/2023;0.4410786582470616
PR-4119905-0C93C431971146B7A8975B8EB4804159;20230308;04/05/2023;0.4413606792939252
RS-4318002-DEF8351102F94EA781B172C252440AF3;20230217;22/01/2022;0.4417071536582937
PR-4119905-ECE06BFDF8224ECEB40252671CC736F1;20230504;04/05/2023;0.4417136091963101
PR-4119905-A86133AC81A24522B05CA213B6F05B4D;20230504;08/03/2023;0.4418766904273165
PR-4119905-023EC97A9C494B7C85BD6ADF82D1BA0C;20230308;08/03/2023;0.4419045976416104
PR-4119905-E1602F70357A482DACEA8D51503EB670;20230308;08/03/2023;0.4419067135735545
PR-4119905-1B45FCE234E242AF949BCC7C7270AE2B;20230308;08/03/2023;0.4421225173858624
PR-4119905-8766D6292F8B4214B68323C2A0CD346C;20230308;08/03/2023;0.4422687896065254
PR-4119905-9DF40EFBEB1E4DC6ABA655A642E71362;20230504;04/05/2023;0.4423018776144141
PR-4119905-449F73DF90044022B490C95A25BB944A;20230308;08/03/2023;0.4426773952679156
PR-4119905-CFCAC104FA504BBB99782ED3F13F008F;20230308;08/03/2023;0.4428484772449184
PR-4119905-803D0B08F2024DA584B7733C4E5CB40F;20230308;08/03/2023;0.4428739637209156
PR-4119905-82BDFADA424E4234869132DCA9C96B9B;20230308;08/03/2023;0.442904885294158
PR-4119905-3290EF85A1AF49DA9AE1489208F78AD6;20230308;08/03/2023;0.4429938135567214
PR-4119905-F3D58A7AAD624ADE966BA004E19B133B;20230308;08/03/2023;0.4430417264798068
PR-4119905-98CE286C6CF54C01B5142CD8811CF378;20230308;08/03/2023;0.4430421773441049
PR-4119905-B4179882EEFE4964BDEE0B73CF22E591;20230504;04/05/2023;0.443489431937166
PR-4119905-7E6A7761549745B584E8E113F45A2CD2;20230308;08/03/2023;0.4435760833048272
RS-4318002-A33F666603474834AADE11851AA9139C;20230719;08/03/2023;0.4435877275024933
PR-4119905-B9627E10D1604DF3864822B7E4178741;20220122;04/07/2023;0.4437871506651496
PR-4119905-8965F8C30DED4E258E9704644B8D5C94;20230308;08/03/2023;0.4439822125051709
PR-4119905-9CCEF2E2EE3F430190BAEA6BB492698C;20230308;08/03/2023;0.4441072127704422
PR-4119905-3549B2E86C5D45B5ACD87005B7F4FA5F;20230308;08/03/2023;0.4441605571926144
PR-4119905-C8D529E58E354FF7ACEDDA6BA70D5FD0;20230308;04/05/2023;0.4442149182651236
PR-4119905-885E5E44BE3B462A8A2C8A07F54FE558;20230308;08/03/2023;0.4442377402519105
PR-4119905-08B4BC1C55C54D499DAC77E8C67D3947;20230308;08/03/2023;0.4442378654671128
PR-4119905-760D8B52FFC64E668BD9541D4BB0BEC2;20230308;04/05/2023;0.4443180085456124
PR-4119905-C732CEC24E704390983C02625AB59088;20230308;08/03/2023;0.4443225579958426
PR-4119905-B37B4348CB8F4B44907C391CA7FBA85B;20230504;04/05/2023;0.4443507836958665
PR-4119905-0B2E7C0BD97843A0A86C8BDAC6DD87BA;20230308;08/03/2023;0.4443632030140992
PR-4119905-04584E79856549F3BC17F8B58DEE1C44;20230504;22/01/2022;0.4443652467701615
PR-4119905-88007ABD907448C1BA90D80EAD5FE39B;20230504;04/05/2023;0.4443690966482258
PR-4119905-D41956BB71BA4BE8B0EB08354817E140;20230308;08/03/2023;0.4445806455486303
PR-4119905-44CD1A34E19D45FCAE6AEE7B791D915F;20230502;22/01/2022;0.4447562653105252
PR-4119905-1F0D09BB6BA44B91A54C697A9B9E88C4;20230308;08/03/2023;0.4449117237740842
PR-4119905-F934792FB9E34B0E9090ED12852B56CE;20220122;08/03/2023;0.44498152751458
PR-4119905-29263C7B1B1747F7A61F13243EB1B454;20230308;22/01/2022;0.445069137268453
PR-4119905-77F5AB2E7C644B63A1A619051695FDE5;20230308;08/03/2023;0.4451338709177284
PR-4119905-390881D736444938A92A2A469B280A49;20230308;08/03/2023;0.445163781780152
PR-4119905-7C729DE3984B4C7CA38F5754D6089276;20230308;04/05/2023;0.4453409986683056
PR-4119905-0B08480E99CE4D1EA84F2FF04094BB2B;20230308;08/03/2023;0.4454675478067775
PR-4119905-A67FF52F5B344F1D9D253E00FA2AFA93;20230308;24/04/2023;0.4454755373596243
PR-4119905-EC66A352C6BC4EA8A791246C6CAD7719;20230308;08/03/2023;0.4458433611797588
PR-4119905-837D479E53B8492A8D07A19DD9842087;20230504;04/05/2023;0.4458585011122167
PR-4119905-F549B718814E45A18AB4F599AFA969E8;20230308;08/03/2023;0.4458787458540932
RS-4318002-7C91A4C4DC96469F938BB4C3AAF02EA5;20230309;22/01/2022;0.4459335192275797
PR-4119905-7C6189D331AF4DAA8D810A116C27B91D;20230308;08/03/2023;0.4460517254866522
PR-4119905-3FA06E5A7A9041818951FA0A6229AE2E;20230308;08/03/2023;0.4460679486762717
PR-4119905-73E7E4FA0D70472CB20F69431185B44E;20230308;08/03/2023;0.4462653837395726
PR-4119905-E5ED60CE3A674AF4AA4E70D52B7645A6;20230504;11/03/2023;0.4463368277445646
RS-4318002-F3A1269283A54AEAB0E2332DE81F25E7;20230629;04/05/2023;0.4463711994752513
PR-4119905-9B432438FF29481A884F5B9794DF7FA7;20230308;08/03/2023;0.4464714856810169
PR-4119905-2C8CAB691EAF444286A626BA6F36D3BF;20230504;04/05/2023;0.4465155623898906
PR-4119905-5F6FEB3CD5424327934BD1C468B6BEAF;20230504;04/05/2023;0.4465486903470397
PR-4119905-0BE01B304D754DDBA816CB9B8857B605;20230308;08/03/2023;0.4465739332258528
PR-4119905-C53345123E634FC49FEE392DB7B4B7E1;20230504;04/05/2023;0.4466436825728007
PR-4119905-F2D3E50E999F4A59B1842A47AEC7F282;20230504;08/03/2023;0.4466621101089048
PR-4119905-27B7B462078943EA8C8CC5AB30EAB374;20230504;04/05/2023;0.4467170914580765
PR-4119905-D1A38BBC5DA240D6951D2476FD0D7EAC;20230504;04/05/2023;0.4468913679800824
PR-4119905-3548DE26238E4218B300E2618B43C44A;20230504;04/05/2023;0.4470402485014848
PR-4119905-2A6FFE94C0444408A745069B7ED2D84A;20230308;04/05/2023;0.4471566289102561
PR-4119905-13784BDC576D4A8ABAF32021E0420E2A;20230504;04/05/2023;0.447184450268288
PR-4119905-14DFFFB6EE9A4E7ABF53A7773AC720DE;20230308;04/05/2023;0.4472315842985436
PR-4119905-22DE21FD344244DFBA47D100F50ADF20;20230504;18/08/2022;0.4473937873642054
RS-4318002-A33F666603474834AADE11851AA9139C;20230722;22/01/2022;0.44754383973389233
PR-4119905-B30A35651DC64583BFE2C961D9425953;20230308;08/03/2023;0.4475792792024965
PR-4119905-BD78E831D02E4EA49556A9AAED7A80D2;20230308;08/03/2023;0.447588634373279
PR-4119905-B0AE66F7CB854C5AB2A08D0A60FFA1CE;20230504;08/03/2023;0.4477122978132828
PR-4119905-33B70F5252194753995FA13ADA44A658;20230308;08/03/2023;0.4477162720670061
PR-4119905-BED54C45131B4B37AD607CB47A4C29D8;20230504;04/05/2023;0.4477951380190017
PR-4119905-0361FC6AF2A14E5BAE2B6F59A000E5DD;20230308;08/03/2023;0.4479416141812641
PR-4119905-5D25F0838E8C4001A4919FD39247E7A3;20230504;08/03/2023;0.4480687997655357
PR-4119905-0780165118CC4718B78B136759D1EB13;20230504;04/05/2023;0.4482171289510656
PR-4119905-77692DD03A41483D85566CC9FB19108D;20230504;04/05/2023;0.4482713013938223
PR-4119905-EEB9686559C74FAFBA60E8BD1E0C785C;20230308;22/01/2022;0.4485078458106554
RS-4318002-01E606EDB47A49BD8EEA2ACADE463ABF;20230217;22/01/2022;0.4486519207644056
PR-4119905-D15CF75F296D4B95ACC668D898BDABE4;20230504;04/05/2023;0.4494587047984686
PR-4119905-9BD01F01EDCC46A991E5E5581889761F;20230308;08/03/2023;0.4494719778071455
PR-4119905-ABA2A763598446A2AAEE86F1D6C44EF2;20230308;08/03/2023;0.4495336145179301
PR-4119905-6277379F45614CCAB819A0B05314542C;20230308;08/03/2023;0.4495429534035474
PR-4119905-0419A6323C124A54A6D52635532D6AE4;20230308;08/03/2023;0.4496830638988471
PR-4119905-B50D039FECC142749E050174A40018A8;20230308;08/03/2023;0.4498136131078833
PR-4119905-E0719273F5B84677921F6D5913AE85E8;20230308;08/03/2023;0.4499295812440525
PR-4119905-E38A3841D58541F0883064BDC8438A73;20230308;08/03/2023;0.4502209293289982
PR-4119905-76B677E640EE4855B334DFD9A89167C5;20230504;04/05/2023;0.4502579189555811
PR-4119905-6A5D6BC0F9E945FBAB954D8C9287565C;20230308;08/03/2023;0.4503341819170447
PR-4119905-8E771F4CF5CF48F1AB13DC2B1FA39EE7;20230308;22/01/2022;0.450414165234008
PR-4119905-B2D635BD8C2342D58B8168F1CBB45979;20230308;08/03/2023;0.45043745582383
PR-4119905-5E8BCC23D461434380FE404A1EE73D3D;20230308;08/03/2023;0.4505394865949857
PR-4119905-CA312F9DE1644053A7FA03AA44244DB2;20230504;04/05/2023;0.4505444025309553
PR-4119905-0F8DF5A3359548C1A4A60E1E254BC67E;20230308;04/05/2023;0.4507344114466245
PR-4119905-B795527EF95F448ABE806D5105D0D1CB;20230308;08/03/2023;0.4508985011322767
PR-4119905-E03454E5E7424010AE0551421C1A6C86;20230308;08/03/2023;0.4510861834148823
PR-4119905-8A7C1E0AFDFF4694945D384E8BCF25B1;20230308;08/03/2023;0.4511210566574051
PR-4119905-E42F2A8328AF4F3AAA40F517CC9C2C27;20230308;22/01/2022;0.4513916350028044
PR-4119905-34599E6D41A0455D8BD35EFDAA988B02;20230504;08/03/2023;0.4514803504533672
PR-4119905-25195E34680E40A8802D08D17B473F4D;20230308;08/03/2023;0.4514957842364903
PR-4119905-E2F372AB2C554ED68737E8BE3A584D16;20230308;04/05/2023;0.4517475058027763
PR-4119905-5B0DDD7B22954E0D97B283F2A5867222;20230308;08/03/2023;0.4518544075162222
PR-4119905-C9D6FF11D33E4E90BCF3E06EBFFECCEA;20230504;27/07/2023;0.4521435233027279
PR-4119905-0EB8A815E5C343A48986831705B92D14;20230308;08/03/2023;0.4522754067889318
PR-4119905-3D17C439C9FE48AC9B2C2257E823672E;20230308;08/03/2023;0.4523353456581456
PR-4119905-6604D957EC734AFF84A0FA16F40B8D5B;20230504;04/05/2023;0.4524113278640143
PR-4119905-8EC77DFB30ED427B8472662614A36404;20230308;08/03/2023;0.4524364316710337
PR-4119905-200D7610CD644EE7BCB62839BE608494;20230308;08/03/2023;0.4524624259614652
PR-4119905-69A3E8E2C9A84BA5908CEF945A678A8B;20230504;04/05/2023;0.4529115969772617
PR-4119905-3BB3E186EF0F44228F59FD69476C7082;20230308;08/03/2023;0.4529116450578798
PR-4119905-A56AC2FFA88A4805A5357441B347B5C4;20230308;08/03/2023;0.4529410693509261
PR-4119905-307EC88A36474D87962D2CACEF729ECA;20230308;22/01/2022;0.4532016483867336
PR-4119905-838147582F4C4C4489F23F49986D974E;20230308;08/03/2023;0.4532360279929513
PR-4119905-5D171A5FF2954328858F1B3C2656D32D;20230308;08/03/2023;0.4532416924500258
PR-4119905-ABAE9CF86D324633BFEF34559A11E860;20230308;22/01/2022;0.4532800673112212
PR-4119905-1D1A4AA194F1418FB918D7B05B750E77;20230504;10/01/2023;0.4533310458456294
PR-4119905-10E2F2EF07CF40D2BBC496CC8319D5BD;20230504;04/05/2023;0.4533680681216368
PR-4119905-7D4F552502EF450D9CF43171B8730095;20220122;08/03/2023;0.4534167418756095
PR-4119905-4DDCF5A7103044BFB3294286C414CF71;20230308;04/05/2023;0.4534615788827968
PR-4119905-0CEB4E77A29045D69DD5AC85DD78FF77;20230504;27/07/2023;0.4534615858640598
PR-4119905-4F23424DD0BC4BDF866CBDFC63DCBFEB;20230308;08/03/2023;0.4536001711868356
PR-4119905-1D5DEF82BC1E416D8805A429CFAC333C;20230308;02/07/2023;0.4536848213286788
PR-4119905-C2056EC943E544758981E48DE286620A;20230504;04/05/2023;0.4538109408926113
PR-4119905-A9BBFA3375354C7DB02964FE1BF09AD2;20230308;08/03/2023;0.4538593072106061
PR-4119905-2A0BB611C27A483DAABA0A73DAA45B73;20230308;08/03/2023;0.4541016648327459
PR-4119905-0F47B98138224022A94E526E614B5A14;20230504;04/05/2023;0.4541598782638134
PR-4119905-B8DA2D4370EA4DBB908460F62E8E724F;20230308;08/03/2023;0.45418521663077
PR-4119905-EA351E872E734D91BF43B9D0A4449821;20230308;19/07/2023;0.4543055791845898
PR-4119905-242A18E3888D4980A38186BA850CE86A;20230308;04/05/2023;0.4543192567123237
PR-4119905-24310178D4FE4B308F62C62FE062FD74;20230308;08/03/2023;0.4543308225260998
PR-4119905-56DF1286EBAE4F82954E6D7F8087213E;20230308;08/03/2023;0.4544588799558658
PR-4119905-AC629F7706944948A05412099909428C;20230308;27/07/2023;0.4545063761012738
PR-4119905-4744C0A5779647C997B7AD31071C24E4;20230504;04/05/2023;0.4545709691806463
PR-4119905-DB43E26D49134C4082E7014E3811561E;20230504;04/05/2023;0.4545967236966179
PR-4119905-DEE7DDDC0F9042F8BCE9D56446F3C561;20230504;08/03/2023;0.4546831467677694
PR-4119905-D0DCC1D8753449958DCC81562C396E32;20230308;22/01/2022;0.4546978688811205
PR-4119905-9DF40EFBEB1E4DC6ABA655A642E71362;20230308;08/03/2023;0.454713669517505
PR-4119905-8D9EA39F37F64FC28B7F1609FB152113;20230308;08/03/2023;0.4547420086598652
PR-4119905-FD5C2E4169874FE7ACA2011B4436DD50;20230504;04/05/2023;0.4548626517586555
PR-4119905-68EA23CD33F1440EAB6A81BE90F0AAD2;20230308;08/03/2023;0.4552958642451128
PR-4119905-7C77A12CC7BA49F79B27DFDF762C634B;20230308;08/03/2023;0.4553925713408237
PR-4119905-E29ACE40E70F4AA7925230498D76EB60;20230308;08/03/2023;0.4556043284842282
PR-4119905-3BE5FFBCB18A46F6A99CEA463264B86A;20230504;08/03/2023;0.4557521184996712
PR-4119905-D9F02DC6A512405088EF5693FEFFB393;20230504;04/05/2023;0.4558388577334663
PR-4119905-2BE67B68AD344D80962F846F536EAFC5;20230308;08/03/2023;0.4560813628767264
PR-4119905-AF60E4566AF7455DB7A28B439452D941;20230308;08/03/2023;0.4561871191242594
PR-4119905-2DC4F54E9D6E46CEA449CF49224406AB;20230308;22/01/2022;0.4562956190940804
PR-4119905-3C9909B9A57D42DCAF22F4941954916C;20230308;04/05/2023;0.4564400609589766
PR-4119905-DAE4F59D34F3426B86288665544D761E;20230308;08/03/2023;0.45652698342959
PR-4119905-809544142B244C3EB77F18E5DC6B661F;20230308;17/07/2023;0.4570654479379641
PR-4119905-B7E4E668A7F847EDAF75511921081FFB;20230504;04/05/2023;0.4570906324604107
PR-4119905-6B6468BB70BC4741A83026E117BB0402;20230308;04/05/2023;0.4571612337598604
PR-4119905-1EB485278A5643589F83D161E13B6C65;20230308;08/03/2023;0.4574381680221029
RS-4318002-A33F666603474834AADE11851AA9139C;20220818;22/01/2022;0.45745789466051645
PR-4119905-28B35C3BEB2A46A38B64F9A1686CC8BC;20230308;08/03/2023;0.4574714571898071
PR-4119905-003FADA23C064499B31DE17F2E5224B9;20230308;08/03/2023;0.4574984704137546
PR-4119905-EE1A722F2B0748E89516EEB07731C1E1;20230504;04/05/2023;0.4575079304516623
PR-4119905-CE09561C26AA4CAB88198962BC7A2CBA;20230504;08/03/2023;0.4575407556376123
PR-4119905-3A8EFBD3D82D4193B398753509767F8C;20230308;08/02/2023;0.4576269244430694
PR-4119905-ECE06BFDF8224ECEB40252671CC736F1;20230308;08/03/2023;0.4576437619143622
PR-4119905-14DF9281CDF846A2B8EB564CF732D50B;20230504;08/03/2023;0.4577079353003841
PR-4119905-00032355BC464D9AB2FFBA75E325C029;20230504;04/05/2023;0.4578001996256518
PR-4119905-1EABD0F780E34699A3805A56C15DA1B2;20230308;08/03/2023;0.4578140894233251
PR-4119905-AB5F1F8E87404B0E80DD4E6FA31D342D;20230308;08/03/2023;0.4578644909308438
PR-4119905-6037F490457243F6A0B51C867C4FCA55;20230504;04/05/2023;0.4579140654018041
PR-4119905-BED54C45131B4B37AD607CB47A4C29D8;20230308;19/07/2023;0.4579241673885089
PR-4119905-FD07019B4EC7442AA680FECAB1F50B26;20230504;04/05/2023;0.4580074951823651
PR-4119905-3405C5633C024FB691872C834D8DFFBB;20230308;08/03/2023;0.4581012326705428
PR-4119905-DDC85EB854DA485890952E5108091178;20230308;08/03/2023;0.4583316385318329
PR-4119905-4C24E0AECDA64A96A05F896256C52D4F;20230308;08/03/2023;0.4583769278044796
PR-4119905-1C0A36DE43B04C6E93806688C56BADD4;20230308;04/05/2023;0.4584647912044633
PR-4119905-6942E9553F654A9B8822E8102FE35E6E;20230504;08/03/2023;0.4584959072246813
PR-4119905-849BF5BAEA194F37AD1519209283346B;20230308;04/05/2023;0.4585238302605676
PR-4119905-8A969B55D0C14646B42034F9D9CB3A9C;20230308;08/03/2023;0.4586151728122927
PR-4119905-25C34E5CD5C94601A156E8B4B3C436CD;20230308;08/03/2023;0.458816873044605
PR-4119905-E5B44EC50DDE4BE79495D99D24EB210C;20230308;08/03/2023;0.4590027374105073
PR-4119905-5E434976553F4CF7B4D571937DAE04B9;20230308;08/03/2023;0.4590649241707833
PR-4119905-EA36335B795A42C296DB21531138768A;20230504;04/05/2023;0.4590649601628742
PR-4119905-9F60A8A5DEE0412A96AC8992AF898DAA;20230308;08/03/2023;0.4593393289808884
PR-4119905-E686DE027A3B4C76A0A71A368A7A74E7;20230308;08/03/2023;0.4594146739537301
PR-4119905-EE29DE4C61054D21BC26EFA9AA144B3E;20230308;22/01/2022;0.4596580349179546
PR-4119905-1F09F3C1D1254443A5E43B8C688744DF;20230308;08/03/2023;0.4601283828826328
PR-4119905-6D09A10B1F9242E7BBB665EFA18AEA11;20230308;08/03/2023;0.4603286243022291
PR-4119905-3E2A99FF639648059DD58E61D684FC05;20230308;08/03/2023;0.46037485296963
PR-4119905-87534CCB3CF341899112738E69305FBD;20230308;22/01/2022;0.4604214386239458
PR-4119905-7265AAE2C7CE4FBEABE168F1EAFBA5C3;20230308;22/01/2022;0.4606220051240633
PR-4119905-C4FE7BF6CE534E28B704AF62F274EDA2;20230308;04/05/2023;0.4607464302359742
PR-4119905-53C0DDF1310748648A90C51592B81F2A;20230308;22/01/2022;0.4607692551535459
PR-4119905-99ED28D2C47C48E98B256566C2AD88FA;20230504;04/05/2023;0.4607855925474922
RS-4318002-F3A1269283A54AEAB0E2332DE81F25E7;20230704;04/07/2023;0.4610308394439169
PR-4119905-50CC8E9120734D90988C0E0F56C894EA;20230308;08/03/2023;0.4610396635132958
PR-4119905-C398002160DA466294452A42389433CE;20230308;04/05/2023;0.4614579758931513
PR-4119905-87CDA32ACA924403A8DE076B5C0695E6;20230504;04/05/2023;0.461660205177187
PR-4119905-3E8B33C02DCC4E51BF140C90A246887C;20230308;08/03/2023;0.4616664282267086
PR-4119905-5C7CB605A2E14C8A8DC7310D93220ED2;20230308;18/08/2022;0.4618307717972712
PR-4119905-349A8AB4C85B4F9D9106EEE1DA878A6C;20230308;08/03/2023;0.4618486499031625
PR-4119905-DEAD33F9C5CC446080979B1B74021BF8;20230504;08/03/2023;0.461865265579632
PR-4119905-6E0BDBD132C04995AC9C95A83C859751;20230308;08/03/2023;0.4618840258236437
PR-4119905-15CCADAE8458420E99DCACCB5587A083;20230504;04/05/2023;0.4619803280664738
PR-4119905-756113DB748A44F79C9A4A7891E4D71E;20230308;04/05/2023;0.4620269376973236
PR-4119905-1AEE5C37AA3D4FBABEDA56DECCC1AE78;20220122;04/05/2023;0.4620955759732454
PR-4119905-A8F6576D3E0B4DFDAC4266C020921C58;20230628;22/01/2022;0.4621094441588595
PR-4119905-3D4531DBB0774D08815083E9675E22F6;20230308;08/03/2023;0.4623357556183441
PR-4119905-4A903A5F5A5A4410BFF754D40FCDD59F;20230308;08/03/2023;0.4624475738230908
PR-4119905-31DD1A3B3B44494C85A45408F1A593CF;20220122;08/03/2023;0.4625160826778505
PR-4119905-333840E6018D452497257D69F21089A1;20230308;08/03/2023;0.4626357040458967
PR-4119905-AC4CDAB043BB4E93ABC2B0C096F5B673;20230308;29/07/2023;0.4631130922792769
PR-4119905-B3E4CA4F7ED048F798ECC50297CD7CE6;20230504;04/05/2023;0.4632171660052219
PR-4119905-F825FD34245245F9A21D43B78E246D32;20230308;08/03/2023;0.4633623785513779
PR-4119905-CE2EADE2BEBB476BB005E4588FB47D23;20230308;08/03/2023;0.4634003553519776
PR-4119905-DAAA2594FAE04A76BE3A791599BD1CE7;20230308;08/03/2023;0.463436633180258
PR-4119905-3C0BFA5B159142F9BA95186D02665ED2;20230308;04/07/2023;0.4635005190631648
PR-4119905-901950B3247449D29BC04BCA90AAB26C;20230308;04/05/2023;0.4636421623764259
PR-4119905-A3ACBBF7F46B4BD18927514190D8FC45;20230308;08/03/2023;0.4636658881476757
PR-4119905-7D38C09D6895489F966CD32F0B4AF29A;20230308;08/03/2023;0.4637877493636035
RS-4318002-0DEF3474906B43FC9CB83CF3701AE412;20230110;22/01/2022;0.46381470468467295
PR-4119905-0B37A26C855248EDB721B78C919CE4A2;20230308;04/05/2023;0.4640481959543366
PR-4119905-9FC9EDC7AD63472A8FD90E2D4673206B;20230308;04/07/2023;0.4640747186836163
PR-4119905-3C9C30D013FA44B9BB16FAC325C0F6BD;20230308;08/03/2023;0.4640823800858524
PR-4119905-E61C2E4066EC4D7EB5C9F4F64D89A602;20230308;08/03/2023;0.4642070076194391
PR-4119905-BCC59A6357634C7BB27FCE8FFC5B42C5;20230308;08/03/2023;0.4642314020041752
PR-4119905-2A67B6D2978347E4BF56E7DE24960148;20230308;08/03/2023;0.4642462939129631
PR-4119905-525972693E6143ACA431091BCDD675C0;20230308;08/03/2023;0.4642810147258993
PR-4119905-88FE87B000A24BEC9E72A96EBA3DB6F7;20230308;08/03/2023;0.4643583104318288
PR-4119905-0F47B98138224022A94E526E614B5A14;20230308;08/03/2023;0.4644125018404725
PR-4119905-5F6FEB3CD5424327934BD1C468B6BEAF;20230308;04/05/2023;0.4644396997592608
PR-4119905-048B4167B58A45B2863A20BA16E1CE97;20230504;04/05/2023;0.4644996237968361
PR-4119905-221F065F0E524BC88BEE19730766F9E8;20230308;08/03/2023;0.4645897880643589
PR-4119905-56FC362955E2420CBB245D28B3F9D8A6;20230308;08/03/2023;0.4645907488728239
PR-4119905-837D479E53B8492A8D07A19DD9842087;20230308;08/03/2023;0.4645950395502697
PR-4119905-8A51D9491A7F4A8BA692FB3EF00EB339;20230308;08/03/2023;0.464968346531024
PR-4119905-DF50C25C3389420AA4ED56D151D493A3;20230504;04/05/2023;0.4649819584422691
PR-4119905-D2ECF1D289C041349ACB99A43340E1B5;20230308;08/03/2023;0.465041505905489
PR-4119905-8915D3BD93FA4315B6F7D23A01B68F3F;20230308;08/03/2023;0.4651097659280989
PR-4119905-B6EED24A8A3840E7B73EA9475893193D;20230504;08/03/2023;0.4651654872994183
PR-4119905-93E9B2B1093D45FA85CAD577F91597F4;20230308;02/07/2023;0.4652509468249469
PR-4119905-58173E9B45214AF49DBBF277347B32C0;20230308;08/03/2023;0.4655790925624156
PR-4119905-14B00A679C424F218B97462A55FBF594;20230308;08/03/2023;0.4656249244647519
PR-4119905-4744C0A5779647C997B7AD31071C24E4;20230308;04/05/2023;0.465640198992194
PR-4119905-F991E057D7CA462094956317D9D6C0E1;20230504;04/05/2023;0.4658414839633507
PR-4119905-AC2F21FB2E034DAB9595F4C9CF0A6656;20230308;04/05/2023;0.4658448354650204
RS-4318002-4DAC33B8D4464E7BB3DB048F58DD1CC3;20230702;07/10/2021;0.4658589215647356
RS-4318002-6A952206B0A44F64A45599649322456D;20230717;22/01/2022;0.4658838230408778
PR-4119905-20B6B472CA95446ABC3928944D960EA0;20230308;08/03/2023;0.4659224043608747
PR-4119905-FECF1B3FBC7D46739B432597A24CCBB6;20230308;08/03/2023;0.4659281991575245
PR-4119905-E7A91D1CD5CD4CBAB31CD32B7619CE29;20230308;04/05/2023;0.4659731943147898
PR-4119905-84BF35C669ED43CEAB5FB7C7F8BCF432;20230504;04/05/2023;0.4660469503179512
PR-4119905-FB25089456A64DB7A600A8C9211B87EA;20230308;08/03/2023;0.4662065380171166
PR-4119905-44CD1A34E19D45FCAE6AEE7B791D915F;20230308;08/03/2023;0.4662732990283518
PR-4119905-6942E9553F654A9B8822E8102FE35E6E;20230308;04/05/2023;0.466341882923526
PR-4119905-F52D7456645D4722917C31D1C608FEE4;20230308;08/03/2023;0.4663560901948239
PR-4119905-BD072410A0494D26922A5310522458A4;20230504;04/05/2023;0.466541682194088
PR-4119905-458BE6860EC94EE0B7C6E8E9FF652DBA;20230308;08/03/2023;0.4667208676217114
PR-4119905-969ABE007423474FAFD5428024D7CF40;20230308;08/03/2023;0.4668378743443885
PR-4119905-D113B88BCFAF4E21BDBDBF637F8FA075;20230308;08/03/2023;0.4668721407599115
PR-4119905-7DC9802072404DEBB4AF9B4FE873FD8D;20230308;08/03/2023;0.4669065539614593
PR-4119905-F9FE0530CAAD424784A4D2BD2E264DBC;20230308;08/03/2023;0.4670901058514401
PR-4119905-9993873D789A4633881FC85C03AB4C70;20230308;08/03/2023;0.4671571212644871
PR-4119905-97E43F8AE7B0496C81675FF33EFE0A1F;20230308;08/03/2023;0.4671663729291112
PR-4119905-8DD1ABB4723743BCBAE408C59CD2CF69;20230308;08/03/2023;0.4674580435873687
